"","Generation","Identity","Population","Frequency","Group_id","Unique_id"
"1128",10,"genotype-8",9.75,0.0231536452149133,"genotype-8a","genotype-8a_10"
"1099",10,"genotype-7",3.3,0.0078366183804322,"genotype-7","genotype-7_10"
"1131",10,"genotype-7",3.3,0.0078366183804322,"genotype-7a","genotype-7a_10"
"1092",10,"genotype-5",17.15,0.0407266682498219,"genotype-5","genotype-5_10"
"1124",10,"genotype-5",17.15,0.0407266682498219,"genotype-5a","genotype-5a_10"
"1113",10,"genotype-23",0,0,"genotype-23","genotype-23_10"
"1145",10,"genotype-23",0,0,"genotype-23a","genotype-23a_10"
"1097",10,"genotype-11",4.5,0.0106862977914985,"genotype-11","genotype-11_10"
"1129",10,"genotype-11",4.5,0.0106862977914985,"genotype-11a","genotype-11a_10"
"1116",10,"genotype-27",0,0,"genotype-27","genotype-27_10"
"1148",10,"genotype-27",0,0,"genotype-27a","genotype-27a_10"
"1098",10,"genotype-21",3.65,0.00866777487532652,"genotype-21","genotype-21_10"
"1130",10,"genotype-21",3.65,0.00866777487532652,"genotype-21a","genotype-21a_10"
"1102",10,"genotype-3",2.1,0.00498693896936595,"genotype-3","genotype-3_10"
"1134",10,"genotype-3",2.1,0.00498693896936595,"genotype-3a","genotype-3a_10"
"1094",10,"genotype-28",16.5,0.039183091902161,"genotype-28","genotype-28_10"
"1126",10,"genotype-28",16.5,0.039183091902161,"genotype-28a","genotype-28a_10"
"1100",10,"genotype-22",3.15,0.00748040845404892,"genotype-22","genotype-22_10"
"1132",10,"genotype-22",3.15,0.00748040845404892,"genotype-22a","genotype-22a_10"
"1101",10,"genotype-17",3.05,0.0072429351697934,"genotype-17","genotype-17_10"
"1133",10,"genotype-17",3.05,0.0072429351697934,"genotype-17a","genotype-17a_10"
"1112",10,"genotype-20",0,0,"genotype-20","genotype-20_10"
"1144",10,"genotype-20",0,0,"genotype-20a","genotype-20a_10"
"1090",10,"genotype-4",33.25,0.0789598670149608,"genotype-4","genotype-4_10"
"1122",10,"genotype-4",33.25,0.0789598670149608,"genotype-4a","genotype-4a_10"
"1091",10,"genotype-10",31.8,0.0755165043932558,"genotype-10","genotype-10_10"
"1123",10,"genotype-10",31.8,0.0755165043932558,"genotype-10a","genotype-10a_10"
"1108",10,"genotype-13",0,0,"genotype-13","genotype-13_10"
"1140",10,"genotype-13",0,0,"genotype-13a","genotype-13a_10"
"1125",10,"genotype-14",16.75,0.0397767751127998,"genotype-14a","genotype-14a_10"
"1118",10,"genotype-30",0,0,"genotype-30","genotype-30_10"
"1150",10,"genotype-30",0,0,"genotype-30a","genotype-30a_10"
"1114",10,"genotype-24",0,0,"genotype-24","genotype-24_10"
"1146",10,"genotype-24",0,0,"genotype-24a","genotype-24a_10"
"1109",10,"genotype-15",0,0,"genotype-15","genotype-15_10"
"1141",10,"genotype-15",0,0,"genotype-15a","genotype-15a_10"
"1089",10,"genotype-25",50,0.118736642127761,"genotype-25","genotype-25_10"
"1121",10,"genotype-25",50,0.118736642127761,"genotype-25a","genotype-25a_10"
"1136",10,"genotype-6",0.5,0.00118736642127761,"genotype-6a","genotype-6a_10"
"1135",10,"genotype-19",0.5,0.00118736642127761,"genotype-19a","genotype-19a_10"
"1107",10,"genotype-12",0,0,"genotype-12","genotype-12_10"
"1119",10,"genotype-31",0,0,"genotype-31","genotype-31_10"
"1151",10,"genotype-31",0,0,"genotype-31a","genotype-31a_10"
"1115",10,"genotype-26",0,0,"genotype-26","genotype-26_10"
"1147",10,"genotype-26",0,0,"genotype-26a","genotype-26a_10"
"1110",10,"genotype-18",0,0,"genotype-18","genotype-18_10"
"1111",10,"genotype-2",0,0,"genotype-2","genotype-2_10"
"1143",10,"genotype-2",0,0,"genotype-2a","genotype-2a_10"
"1106",10,"genotype-1",0,0,"genotype-1","genotype-1_10"
"1138",10,"genotype-1",0,0,"genotype-1a","genotype-1a_10"
"1142",10,"genotype-18",0,0,"genotype-18a","genotype-18a_10"
"1139",10,"genotype-12",0,0,"genotype-12a","genotype-12a_10"
"1137",10,"genotype-0",0,0,"genotype-0a","genotype-0a_10"
